userName,score,at,content
Hello!,1,2022-09-30 14:56:01,"Tidak bisa buka sertivikat vaksin, buka yg lainpun sama aja full LAYAR PUTIH. Sudah saya update beberapa kali tetap sama aja, sudah coba logout jg sama"
Chaca Charisma angelia,1,2022-09-30 07:14:23,Kenapa selalu minta update sangat merepotkan di saat perlu dan harus menggunakannya malah di suruh update payahh membuang waktu
Kira_Yuki 28,1,2022-09-30 05:27:31,"Mohon diperbaiki lg,knp setelah di update kok buat cek sertifikat vaksin'a tdk bs di buka ngeblang z gt,pdhl sblm di update biasa z bs langsung dibuka.klw ky gini trs""an gmn bs berfungsi dgn baik applikasi peduli lindung'a......"
MANG ELUK,1,2022-09-30 05:16:35,"Ini aplikasi rusak ya? ""Kenapa ada tulisan tolong isi kolom dengan benar"" padahal semua udah terisi dengan benar, sampah banget bikin susah"
Abdillah Abror,1,2022-09-30 02:25:34,"Update nya maksa, sudah di update malah ga bisa akses akun sendiri, mau daftar baru ga bisa Krn nik sudah terdaftar, trus harus gimana ?"
Nurhadi Setiawan,1,2022-09-30 00:06:54,"kayaknya perlu kacamata khusus..kerana layar hp putih semua sampai"" g bisa di baca dengan kasat mata..🧐🧐"
Rizky Andriyanto,3,2022-09-29 23:25:50,Ini aplikasi si UI nya mudah dimengerti. Cuma 1 mines nya. Update mulu tapi gatau perubahan dari update nya apaan. Kaya cuma gitu gitu aja.
Angger Sedayu,1,2022-09-29 18:00:01,Gak bisa log in kembali... keterangan nya user tidak ditemukan... padahal sudah vaksin 3 kali...
Yosafat Joy,1,2022-09-29 15:17:59,"Aplikasi cacat, sertifikat ke 2 belum keluar sampe sekarang udah dihubungi juga gaada solusi nya malah disuruh pake yang manual"
Aris Permana08,1,2022-09-29 13:08:50,"Beberapa kasus, sekarang pedulilindungi sulit diakses. Saaat mengklaim sertifikat. Sangatlah sulit"
nis manda,1,2022-09-29 09:51:22,Kenapa selalu setelah diperbaharui..pasti masalah pada tampilan..padahal urgent banget mau lihat dan donwload hasil test covid....yang ada tuh layar putih semua...
Putri Sukma,5,2022-09-29 08:40:40,"kak maaf aku kan udah booster bulan maret kemaren tapi berhubung aku 18th nya itu bulan juni jadi sertifikatnya ngga langsung keluar. nah ini udh 18th tapi kok belum terkirim ya? soalnya di apk nya abis tak ganti nomer, aku cek di peduli lindungi juga belum keluar sedangkan temen"" lainnya udh pada keluar"
Ayu Aprilia,1,2022-09-29 07:30:15,"Min,koq ga bisa registrasi ya,...baru sampai ijin aplikasi kamera ga lanjut lagi"
aditya handy,1,2022-09-29 06:29:23,"Tolong dibenahi,sebelum update bisa cek sertifikat vaksin..setelah update malah ndak bisa..cuma layar putih"
Tomy pancasona,1,2022-09-29 05:12:20,"Udah booster nih, malah error gak bisa lihat sertifikat dari sini dari kemarin. Update aplikasi mah rajin bukannya bagus malah jelek. Perbaiki!"
jhon,1,2022-09-29 02:58:34,"Saat cek sertifikat vaksin tidak muncul informasi apapun, hanya halaman putih kosing. Saat scan qr untuk masuk, status merah belum vaksin, pdhl sudah vaksin sampai 3x. Aplikasi aneh, nyusahin jd ngga bisa masuk kantor"
Posan Simamora,1,2022-09-29 02:27:00,Vaksin saya yg tahun lalu datanya uda droff out Saya kembali vaksin pertama kemaren bulan 3 lalu Setelah saya balik utk vaksin ke 2 data saya gk bisa dimasukin karna di apk nya vaksin boster sedangkan di di data vaksinasi masih ke 2 Di apk boster Uda saya telfon berkali kali 119 ktanya gk bisa dipastikan kapan bisa di perbaiki Kok bisa begitu lama Tolonglahk data saya di perbaiki supaya saya gk di PHK dari kerjaan klo saya gk bisa dapatkan vaksin ini
Nurul Haq,1,2022-09-29 02:19:14,"Kenapa ya smpe sekarang ga ada panggilan buat vaksin ke-3? Kenapa ga di update? Saya ikut aturan, saya juga sudah vaksin, tapi ga di-update sama aplikasi, mau kemana"" jadi terhambat, urusan jadi gagal."
Dandy Al,1,2022-09-29 00:43:04,"Kenapa sekarang susah untuk buka sertifikat vaksin, yg keluar putih semua, pdhl udh updat, sekarang kurang bagus, tlng di perbaiki, jika tidak uninstal lg, kasih bintang 🌟 aj dulu"
Aden zulfi03,1,2022-09-29 00:01:17,"Saya menilai aplikasi ini tidak menerima kritikan pedas dari usernya, sebelumnya saya mengkritik bahwa aplikasi ini terlalu bertele-tele karna banyaknya dilakukan update pada saat itu. Namun hasilnya nik saya tidak bisa digunakan Akun peduli lindung saya entah kenapa dimatikan, mau check in ga pernah bisa diberbagai tempat. Harusnya dev butuh kritikan untuk pengembangan aplikasinya. Saya user berhak melakukan komplain terhadap service aplikasi. Saya sangat tidak menyukai aplikasi pemerintah ini."
ato fujianto,1,2022-09-28 18:44:29,"Mau daftar lagi aja ribet bgt, berguna tapi kaya gak guna,sebab makin susah di gunain Tolong dong di mudahin lagi Biar gak Mubazir kita download apknya"
Abed Nego Halomoan Sipayung,1,2022-09-28 08:43:34,"Apk nya sngatlah buruk,tolong pak/Bu pemerintah. Apknya dperbaiki lgi. Di apk dbuat lokasi vaksin ada tapi ketika diliat di lapangan ternyata ketersediaan vaksin tidak ada. Dan 1 lagi faskes yg terdaftar di apk TDK memiliki kontak ataupun akun medsos tuk bisa dihubungi. Jadi masyarakat kesulitan tuk mendapatkan informasi yg pasti. Pemerintah menganjurkan tuk vaksin booster tapi ketersediaan vaksin tidak ada. Masyarakat jadi susah dibuat aturan pemerintah."
Yuni Gulo,1,2022-09-28 05:51:07,"Payah aplikasi ini, baru masuk sudah disuruh perbaharui lagi, belum juga lihat kartu vaksin udah habis ini kuota. Gimana ini???????"
Muhammad Assad Reza,1,2022-09-28 05:33:56,"Aplikasi terkonyol yg bikin semua jd ribet, udh pemaksaan untuk menggunakan aplikasi ini, eh ga taunya data pribadi kita jg ga amannn...!!! ANEH😡"
Paul Skidipap,1,2022-09-28 04:24:36,"Kenapa setiap mau di gunakan selalu mental gak bisa masuk ke app, Kalo setiap mau di gunakan harus donwload app ya tekor kuota lah"
Siti Ariantilubis,2,2022-09-27 17:56:03,Mau daftar kok gk bisa yah . Padahal aku belum ada daftar sama sekali di peduli lindungi. Mau daftar uda diblg ud krm kode 3× padahal sama sekali blm pernah daftar. Plis bantuin 😑
Sri Hidayati,1,2022-09-27 08:31:47,"Memalukan! saya disuruh update aplikasi tapi malah tdk bisa melihat kartu vaksin ke 1,2 dan booster."
Syaeful Syaeful,1,2022-09-27 04:38:21,"Dulu bagus sekarang sama sekali gak bisa d buka, ""peduli lindungi terus berhenti"". Tolong diperbaiki karena saya butuh aplikasi ini untuk check in/out masuk perusahaan Terima kasih"
Lukman Pratama,1,2022-09-27 04:25:14,"Habis update TIDAK BISA buat buka sertifikat vaksin, padahal itu fungsi terpenting. Malah fitur tidak berguna seperti statistik covid yang sudah hampir tidak ada, lancar2 saja. Payah sekali"
Gigih Dwi,1,2022-09-27 00:14:39,"Halo Kak, Jika memiliki pertanyaan umum/kendala terkait PeduliLindungi, ketuk simbol '?' di pojok kanan bawah halaman utama atau ketuk nama Anda (di paling atas) dan ketuk 'Pertanyaan Umum'. Untuk informasi lebih lanjut terkait PeduliLindungi, Anda dapat mengetuk 'Tentang PeduliLindungi'. Terima kasih Stay healthy"
Gilang 2002,1,2022-09-26 23:27:22,"aplikasi plat merah tapi gak becus,mau liat sertifikat tapi gak bisa,padahal minta update mulu."
Yayah Rohayati,1,2022-09-26 15:04:13,"penulisan tanggal tahun lahir gk otonatis bisa di klik,,,,masa harus scroll kebawah dan lama klo untuk kelagiran 80 an kebawah hah"
Nopal Zyck,1,2022-09-26 06:24:35,"Sumpah ini aplikasi nge bug apa gimana ya, susah banget untuk login, muter muter terusss, padahal data udah bener, data Internet juga ada. GPS udah aktif, tapi kok lelet amaaattttt"
Fierki Mardianto,1,2022-09-26 06:00:54,"Aplikasi sialan, dah jelas dah vaksin tapi gak bisa bisa klaim sertifikat vaksin dari tahun 2021 lagi, ptk kali aplikasi ini, kerja yg benar napa instansi ni, masa gegara apk ni kerjaan gw jadi gak jadi, mana nyari kerja susah lagi, pemerintah gimana sih kerjanya kura kura"
Zidane Bariq,2,2022-09-26 06:00:02,"Mengapa saya tidak mendapatkan sertifikat vaksin ke dua dan saya sudah coba klaim tapi malah tidak bisa dengan tulisan ""capcha salah"" padahal sudah centang hijau di recapcha nya dan informasi yang saya berikan pun sudah sesuai mengapa saya tidak dapat nge klaim????"
Ricky Raharja,5,2022-09-26 02:58:31,Aplikasi PeduliLindungi mudah digunakan untuk masuk ke ruang publik dan melakukan perjalanan jauh antar kota.
Sumarno Sanjaya,2,2022-09-26 02:39:16,"Saya sudah booster, tapi sertifikat belum keluar, udah booster tapi status masih undangan, gimana si"
Olis Moh,5,2022-09-25 14:53:01,Suka Versi terbaru lebih peduli lindungi karena lengkap banyak fiturnya dan mudah digunakan mantap...
Fahmi Dwi Saputro,1,2022-09-25 14:23:44,"Aplikasinya setelah update malah tidak bisa login, menghambat aktivitas yang membutuhkan status vaksin"
Wahyu Ceria,1,2022-09-25 11:10:19,"Makin di update makin gak jelas nih aplikasi, loading lama , save sertifikat gak masuk ke galeri, jaringan bagus stabil tapi masih lemot nih aplikasi, udah pasang bongkar aplikasi masih tetep bae lemot. Terima kasih."
pendi pendi,1,2022-09-25 08:10:07,Aplikasi ini sangat membuang masa saat mencari tnggl lahir butuh kesanaran yang luar biasa banyangkan orang yang umur 70thn harus tekan banyak itu juga kenapa menggunakan yang secara ketik biar cepat kita menemukannya
Sanjaya Ramadhan,1,2022-09-25 06:28:47,"Kalo memang ini aplikasi pedulilindungi tolong dengar. Penangan lama, seperti aplikasi yang belum siap untuk di kelola. Saya sudah vaksin lebih dari seminggu tapi sertifikat di aplikasi ini belum terbit juga sertifikat saya. Dan proses registrasi untuk mendapatkan kode Verifikasi sangat lama saya merasa sangat tidak puas dengan PeduliLindungi"
ruri voulani,1,2022-09-25 03:53:43,Ini aplikasi nya kenapa yaa saya tidak bisa untuk covert sertifikat vaksin ke versi WHO nya?? Saya butuh banget karena mau kluar negri. Tolong dong bantuan nya😭😭😭😭
Rizky Nugraha Setiaji,1,2022-09-25 03:25:24,Padahal saya sudah vaksin ke 3 waktu itu lihat sertifikatnya muncul skrg ga muncul dan apk ini nyedot kuotanya besar banget
Wardinur Nur,4,2022-09-25 01:50:50,"Terimakasih PeduliLindungi, mbantu memudahkan masyarakat Indonesia dalam berurusan dan perjalanan."
Daeng Syam,1,2022-09-25 01:30:44,Aplikasi sering erorr.. trus untuk pencarian tgl lahir tolong dipermudah lah.. kasihan yg sudah tua sangat sulit untuk mencari tgl lahirnya
oh maya,1,2022-09-25 00:53:59,"Tidak bisa membuka hasil sertifikat vaksin, yang muncul hanya layar hitam saja. Padahal jika di buka di web hasil vaksinnya keluar. Sudah uninstall dan install ulang tetap saja masih error."
Alfiah Fitriana,4,2022-09-24 23:37:47,"Saya sudah vaksin pertama tapi ko belum muncul sertifikatnya, yang lainnya udah pada muncul. Bilangnya apa apa harus pake sertifikat vaksin tapi ini ko engga muncul muncul, gimana saya mau kerja kalo sertifikat aja belum keluar sedangkan itu dibutuhkan. Aplikasi wajib tapi ko sistemnya buruk sekali"
Khaelila,1,2022-09-24 23:18:47,"Tolong dengan sangat, jangan mengharuskan user untuk update saat ingin masuk aplikasi langsung dimuka. Ribet, kalau user sedang dalam keadaan genting bagaimana? Jangan harus update dulu, udah nyusahin mana updatenya gede banget"
Lintang Adityo,4,2022-09-24 22:56:40,"Maaf , ini ko aplikasi nya susah sekali untuk di upgrade iyaa padahal sinyal udh bagus , kapasitas memori juga masih oke , tapi aplikasi nya di upgrade malah tertunda teruss"
Agus Salim OMP Official (Agus Salim),1,2022-09-24 21:05:08,"Aplikasi buruk. Cek sertifikat loading gak habis-habis. Coba menu lain katanya jaringan internet bermasalah, padahal internet aman lancar tidak berkendala"
Malik Ram,1,2022-09-24 19:45:35,Apknya bagus. Cuman yang parah saat mau mencari sertifikat vaksin..disitu diminta tanggal bulan tahun lahir. Nggak bisa diketik. Jadi harus klik satu persatu tahunya. Lama sekali
Jemmy Christianto,2,2022-09-24 19:19:31,"Tolong diperbaiki pengecekan isi database nya saya sudah mengisi nama dengan benar dan NIK yang tepat, tapi keterangan ""Mohon isikan nama dan NIK sesuai KTP"". Sudah coba pakai huruf kapital, huruf kecil, ataupun sebaliknya tetap begitu. Aplikasi sekelas pemerintah yang pakai banyak uang Rakyat kok kayak kualitas jutaan aja"
Reggy Nurliadiansyah,1,2022-09-24 18:00:23,Aplikasi tidak jelas sudah di vaksin mau login tidak bisa sudah daftar berhasil pas login user not found tolong diperbaiki aplikasi nya
Herman Fileprumbiak,3,2022-09-24 17:24:31,"Kenapa Pada saat mau cek sertifikat vaksin pada aplikasinya pedulilindungi kok sertifikatnya terpotong"" ya gambar sertifikatnya itu tidak berlembar dengan utuh tapi terpotong separuh. Padahal tidak ada gangguan jaringan."
kusuma wardhani,2,2022-09-24 07:45:12,"Aplikasi ini sangat tidak memuaskan terutama dibagian tiket vaksin, dimana saat anda melakukan verifikasi vaksin luar negeri membutuhkan waktu 15 hari, sangat berbeda dengan negara sebelah yang hanya butuh waktu 3 hari. Saya sudah menghubungi CS 119 dan mereka mengabari saya bahwa tiket booster bagi pelaku Vaksin Luar Negeri (ingin melakukan Vaksin ketiga di Indonesia) kemungkinan untuk keluarnya kecil. Tapi pemerintah telah mewajibkan untuk booster. Tolong perbaiki sistem anda."
Edi Trianto,2,2022-09-24 05:57:23,"Ko sekarang aplikasi peduli lindungi harus isi nomor paspor ya , padahal saya tidak punya paspor apalagi bepergian ke luar kota atau luar negeri ? Jadinya mau kemana"" agak susah kalau mau scan barcode ga bisa"" kalo aplikasi peduli lindungi harus isi nomor paspor , tolong dong di perbaiki lagi biar lebih mudah kalo mau scan barcode"
Kyko Kyky,1,2022-09-24 04:48:45,Semakin buruk gini ya... Mau cek sertivikat vaksin loading nya lama... eh malah yang muncul layar putih doang... hadehhh sangat tidak membantu d saat keadaan mendesak 🤦‍♀️🤦‍♀️🤦‍♀️
Oky Rahardiansa,1,2022-09-24 02:54:01,Sepertinya kita sudah harus mengahiri penggunaan aplikasi ini.. banyak yang sudah bosan dan jenuh jika harus pakai aplikasi ini terus.. mungkin ada metode yang jauh lebih simple..
Pak Setyono,5,2022-09-24 02:45:24,"Saya selalu mencari informasi di faskes terdekat,untuk tidak ketinggalan perolehan vaksinasi,guna meningkatkan kualitas imun,sesuai program Pemerintah, agar pandemi segera cukup menjadi endemi disetiap wilayah Indonesia."
Alfan Anas B,1,2022-09-23 22:21:57,Sudah download. Wktu ferivikasi data. Nama dengan nik sudah sesuai ktp. Tp di apk wktu klik daftar keterangannya nama dan nik tidak sesuai.... Eror atau gmn apk nya ya
Roni Boy,2,2022-09-23 18:02:43,"Aplikasi peduli lindungi mulai ga jelas padahal di hp yang lama hilang jika login langsung masuk. Pas ganti hp ganti SIM card / kartu ga bisa login , daftar , masuk , jadi tak punya lagi akun peduli lindungi"
Anisa Nur,1,2022-09-23 17:08:21,"gajelas bgt, gabisa daftar & gabisa login, padahal sudah bolak balik ngirim kode verifikasi tpi tetep gabisa. Tolong infonya gimana biar bisa daftar"
Thomas Agung ragadika,2,2022-09-23 16:21:08,"ini kenapa saya gabisa daftar akun?,saat sudah daftar dan saya sudah mengisi semua data tapi saat coba untuk daftar malah keluar tulisan ''sesuaikan nama dan NIK anda dengan ktp''. yg saya isi sudah benar semua tpi tetap seperti itu mohon di tanggapi dengan cepat"
andrian nugraha,1,2022-09-23 14:59:06,"Mau daftar gak bisa bisa, notifnya nama dan nik harus sesuai.. Padahal udah sesuai ! yakali gue gak terdaftar sebagai warga negara Indonesia.. Kalo bisa ngasih rating bintang kosong, gue kasih !"
ican mahakbas,1,2022-09-23 13:54:54,"Pada saat mendaftar selalu saja selalu muncul notif ""masukan nama dan Nik sesuai dengan KTP"" padahal udah sesuai ktp tapi kok bisa². Tolong di perbaiki APKnya"
Lukman Chamdani,1,2022-09-23 11:55:45,Selalu dapat error foto identitas kosong (padahal foto ktp sudah diupload dengan format yang diminta). Belum berhasil melakukan verifikasi vaksin luar negeri.
Yoga Sampurna,1,2022-09-23 10:41:52,"Kenapa setelah Diupdate ga bisa dibukak malah cuma tampilan putih polos gitu ya?, tolong bantuannya!"
Moh.Aliansyah Tarawiru Supu,3,2022-09-23 09:29:19,"Maaf sy kasi 3 karena habis vaksin 3 sertivikatnya belum juga keluar,di vaksin 1 dan 2 sehabis vaksin langsung keluar sertivikatnya kok yang ke 3 slow respon menanggapinya."
Monalisa,1,2022-09-23 07:20:59,"Pliss ya jangan update terus, gua sampe ketinggalan kereta gegara ini aplikasi, mau scan aja harus update dlu udah tau buru buru."
Yoon Liaa,1,2022-09-22 22:59:20,"Kenapa saya tidak bisa daftar? Padahal data semua sudah benar, saya ingin mencetak kartu vaksinasi guna kelengkapan data untuk melamar pekerjaan, tapi malah tidak bisa daftar 😔"
Prav FA,1,2022-09-22 18:21:31,"Appnya sering update ga ada improvisasi apa², malah crash terus di update saat ini"
Haris Malaris,3,2022-09-22 09:38:10,sudah download tp setiap mau daftar malah katanya Nama dan NIK tidak sesuai dengan KTP padahal yg daya masukkan datanya sesuai dengan KTP saya
dhamiyan j torkis,1,2022-09-22 09:15:30,"Tolong ini bug nya diperbaiki lah masa aplikasi pemerintah kalah ama apliaksi game buatan masyarakat biasa, ini bug nya gk bisa buka aplikasi nya loh kak tolong dong di update lagi diperbaiki lagi bingung ni kalo masuk mall atau dmn gitu"
Anggi Cahyono,5,2022-09-22 08:08:20,Kalau nomer HP yang didaftarkan pertama sudh tidak aktif bagaimana cara download kartu vaksinnya. Soalnya kalau saya buka lewat email dengan NIK yang sama hasilnya malah saya belum vaksin.
Septia 30,1,2022-09-22 07:27:11,Aplikasi tidak sangat membantu ..saya udah vaksin ke2 tapi sertifikat sampai sekarang belum keluar juga ..gak guna sama sekali
Mahrus,1,2022-09-22 06:10:50,"mohon segera di perbaiki, setiap cek status & sertifikat vaksin selalu stuck white screen"
Hamizul Fuad,1,2022-09-22 05:44:52,"Ngga bisa masuk aplikasi, loading terus, padahal jaringan lancar jaya"
Bambang Setiaji,5,2022-09-22 03:09:27,Kak Jangan minta updste saat digunakan. Makan waktu banyak orang tergesa. Atau terjebak macet. Jika menjawab tdk update apk langsung tutup. Mestinya tetap bisa jalan. Salam
Dulmanan specialist kulkas,1,2022-09-22 02:56:24,Aplikasi ini sudah tidak perfungsi lagi karna sudah berkali2 update tetap saja tdk berpungsi
Archangel,1,2022-09-22 01:43:45,"Aplikasi memaksa untuk update. Jika tidak update, aplikasi tidak dapat dibuka/digunakan. Anak sy belum vaksin kedua knp di aplikasi sudah menerima vaksin kedua di lokasi yg sgt jauh pula dari rumah. Setelah diupdate jg keluar2 dr aplikasi terus. Sekalinya kebuka lemot bgt. Tidak ada peningkatan justru menurun. Mengecewakan bgt!!!"
Donna Official,1,2022-09-22 00:51:31,"Kenapa setiap login selalu gagal ya? Udah update loh malah gagal trus.. tolong dipermudah ya, soalnya ditempat kerja saya kalo masuk selalu chek in pake aplikasi ini"
Denissa Nurhikmah,1,2022-09-21 16:48:16,"Aplikasi gak jelassss mau log in aja gak bisa, pas mau daftar udah terdaftar"
Vina Izzah,1,2022-09-21 16:34:23,"harusnya untuk aplikasi yg sifatnya pelayanan umum kaya gini gaperlu harus update untuk pemakaian nya, saya sm tmn sy kemaren mau naik krl harus scan pake peduli lindungu sedangkan aplikasi nya gabisa di buka karna harus update, sementara penyimpanan hp penuh jd gabisa update sampe relain hapus 2 apk demi itu padahal apknya penting bgt, jadi tolong lah ya gaperlu harus update untuk apk satu ini"
Lily Sunarly,4,2022-09-21 09:35:29,Cukup baik... terkadang aplikasi saat ingin digunakan loodingnya agak lama....
Wildaanrivald makeup,3,2022-09-21 09:14:39,"Semenjak diupdate, aplikasi nya jadi banyak ngelag error terus, sertifikat vaksin tidak muncul, percuma punya aplikasinya kalo sertifikat nya ngga muncul"
Septiana Septiana,5,2022-09-21 07:55:29,"Sangat berguna utk segala persyaratan baik itu adm, transportasi dan keamanan diri"
Andika Rizki,5,2022-09-21 04:38:58,"Aplikasinya suka eror ga bisa di klik captcha nya, pas klaim sertifikat, masih banyak bug, padahal koneksi internet lancar"
afrizal alrian,4,2022-09-20 22:07:36,Sekarang sudah lumayan cepat kecepatan baca QR Scan-ya walaupun masih lebih cepat sebelum diupdate...
Dedi Setiarto,2,2022-09-20 16:43:55,"Sertivikat Vaksin aplikasi Peduli Lindungi tidak tampil (Blank) di HandPhone Samsung A32, tapi jika Log in menggunakan HP lain bisa. Kenapa ya?"
Silmi nurfitra,3,2022-09-20 13:46:19,"Aduhh coba ini aplikasinya jangan terlalu sering di perbarui, atau kalau misalnya emang harus diupgrade tapi masih bisa digunakan gtu aplikasinya kan kadang kalau lg buru buru eh di suruh scen malah minta diperbarui dulu, belum lg memori HP nya ga cukup kan nyebelin"
Sun Dari,3,2022-09-20 13:08:58,Setelah diperbaruhi jadi agak lambat kenapa ya ? Mau cek seterfikat aja nggak bisa
YULIA SOFIANI,1,2022-09-20 11:11:39,"Aplikasi ini wajib sifatnya bagi warga negara tetapi ferformanya sangat buruk, misalnya sulit dibuka, dan perintahnya merepotkan. Sama sekali tidak membantu dan mendukung apa lagi di saat genting misalnya di public space yg membutuhkan pindai dr aplikasi ini. Terima kasih sudah direspon dengan sangat cepat. Semoga segera dilakukan perbaikan untuk kemaslahatan bersama."
Renny Sugianti19,1,2022-09-20 08:06:28,Tolong dong di perhatikan lgi aplikasinya..masa iya buat ngecek sertivikat udah lama trs yg muncul layar putih doang.
Karman Nirwanaa,2,2022-09-20 06:42:06,"Apk nya jelek ,masih enak versi lama nya ,mau ngecek sertifikat vaksin nya di klik malah timbul layar putih ,payah ga mempermudah pengguna nya😔😔"
Ramda ayu,1,2022-09-20 05:48:05,ini gimana si aplikasi nya udh di update malah jadi loading terus lama udah gitu mau liat sertifikat vaksin nya malah ga ada gambar nya putih semua padahal jaringan lagi bagus tolong perbaiki yang bener tau gitu mending ga usah di update aplikasi nya
Inspirasi Indonesia,1,2022-09-20 05:28:59,"Bbrp kalau mau dipakai, minta update. Padahal, utk update perlu space memori. Belum lagi waktu utk update. Tidak semua orang punya gawai yg memadai, sedangkan kita diwajibkan pakai aplikasi ini. Mestinya ada opsi utk update atau tidak, bukannya malah tdk bisa dipakai karena tdk bisa update. Lebih baik lagi kalau diberitahukan lebih dulu kalau versi terakhir akan dimatikan. Contoh WA selalu beri peringatan. Apakah hal sepele begini mesti dikomplain dulu? Please, bikin aplikasi yg ramah pengguna."
Bung Achmad,1,2022-09-20 05:14:35,"Mau masuk tempat yg mengharuskan barcode, gara2 ga bisa di buka2. Jadi ga bisa masuk, hufffff"
naufaldaani,1,2022-09-20 05:09:50,"Sebelum nya no saya hilang yg sudah terdaftar di peduli lindungi, terus saya daftarkan dengan no yg baru dan juga sudah dibantu untuk daftar ulang dengan CS nya, setelah ikuti intruksi dan tunggu beberapa hari saya log in ulang dengan no yg baru tapi pas cek sertif, sertif nya gk ada di dalam app tapi klw di web log in dengan no yg baru, sertif nya ada. Sudah uninstall dan instal lagi hasil tetap sama, integrasi nya jelek banget, jadi yah uninstall aja. Jelek app nya."
Yulius Maku,3,2022-09-20 04:25:24,"Mau lihat sertufikat kok ga bs ya..cm putih sj. Lalu mau menambahkan anggota kluarga lain malah muncul ""tidak ada koneksi internet. Periksa kembali koneksi internet anda"". Pdhl koneksi internet baik2 sj utk apk lain."
Game Ku,2,2022-09-20 04:18:06,sudah vaksin tapi belum ada sertifikatnya dan saat menghubungi nomor yg tertera untuk whatsapp di bilang NIK salah sedangkan sudah benar
Hasra Suaib T,1,2022-09-20 03:45:44,"Maaf... aplikasinya sangat sangat menguji kesabaran. informasi tidak update. pdahal jaringan lancar aman aman saja, tpi aplikasi peduli lindungi loading terus bahkan layar putih saat cek sertifikat. mohon di tangani segera, krna sertifikat di butuhkan saat ingin melakukan perjalanan.. beralih cek ke Website tapi hasilnya begitu juga, sangat lambat, dan kode verifikasi sudah di ulang 2x namun tidak ada yang masuk di whatsapp ataupun sms."
florenza sihombing,1,2022-09-20 02:36:18,"Aplikasimu jelekk x sertifikat vaksin saya loding trus gk keluar2 tolong diperbaiki apa yg salah, sudah di upgrade berapa x dan install berapa x ttp gk keluar sertifikatnya, tapi barcodenya keluar habis data saya install berulang ttp gitu trus."
Nursyamsi,1,2022-09-20 02:29:09,"Stelah diperbaharui, kita tdk bisa melihat sertifikat vaksinnya, padahal lagi sangat dibutuhkan"
Herman MJS,1,2022-09-20 01:57:35,"Setelah di update malah ga bisa buka sertifikat vaksin....hari ini saya update yg ke 2 kali ternyata msh blm bisa ke buka sertifikat vaksin nya,pas di klik layar putih doang padahal sinyal kuat..."
mhmmd rifki,1,2022-09-19 12:44:38,"Kenapa cek sertifikat vaksin tidak bisa malah muncul layar putih aja 5menit saya tunggu sampai layar hp saya mati,pdhl jaringan lancar aja 93.3kbs tolong di perbaki yah,soal nya saya ada keperluan mendadak malah dsuruh tunggu smapai ada buktinya....saya tolong sangat di perbaiki aplikasinya sering update malah jdi gini aplikasinya kemaren2 aman2 aja klo cek sertifikat vaksin,...."
Yohanes Bagas,1,2022-09-19 05:37:49,"Di aplikasi pas mau cari lokasi vaksin terdekat tersedia tapi saat datang ke lokasi puskesmas yang diberikan malah vaksinasinya tidak ada , katanya vaksin tersedia gimana sih orang-orang harus nunggu dalam waktu yang lama untuk vaksin masal"
Faizal Ricky,1,2022-09-19 04:47:21,"Setelah update , jadi buruk , masuk lama , ngecek sertivikat lama , login lama , jika memang harus jadi aplikasi yg penting untuk masuk sana sini , tolong di perbaiki dulu sistem nya , terimakasih"
Mia Sephianti,1,2022-09-19 01:55:16,"Tiket dan sertifikat vaksin booster saya tidak muncul diapk. Sudah coba akses via web pedulilingdungi juga tidak ada. Coba chat CS kemenkes RI di WA, malah cuma suruh update apk terus langsung diakhiri sesi tanyanya, padahal sudah pakai yang terbaru. CS yg namanya nabela sangat tidak ramah dan tidak membantu"
Frans Prasmara,1,2022-09-18 11:16:28,"Agak lumayan bagus si tapi : ( Masak mau nulis tanggal dan tahun dari 2022 ke 1989 harus ketik ketik mundur banyak bulan berkali kali ...menurut anda apakah sistem cara ini prakstis), Mestinya tinggal hapus tahun sekarang baru ketik tahun yang akan di tulis. Coba di perbaiki lagi team IT nya."
Cloytz,1,2022-09-18 07:19:45,Lucu emang aplikasinya gw pengen cek sertifikat ga bisa blank putih ga muncul muncul udah gw tunggu 5 menitan udah gw apus data ga bisa juga
Putut eko Kerto diharjo 017,4,2022-09-18 06:48:56,Dengan aplikasi ini mudah mudahan bisa melihat acara ivent otomotif terbesar di Indonesia 🔥👏👍🏻❣️❣️❤️❤️
Supriyanto Ryan,5,2022-09-18 01:23:01,"Saya senang dgn Aplikasi ini. Krn membantu data dan informasi ttg Covid-19. Saya harap Pemerintah benar"" melindungi saya dan setiap warganegara ttg PERLINDUNGAN DATA semua Warga negaranya sbg jaminan keamanan Data Pribadi & keluarganya. Terima Kasih 🙏..."
Yohannes Parijadi,1,2022-09-18 00:51:08,"Untuk scan cek in dan cek out susah sekali, seperti ga ada gunanya fitur cek in cek out"
Azril Fadli,1,2022-09-18 00:48:54,"Ini kok banyak banget masalah ya, pertama, sertifikat ke tiga saya munculnya di sertifikat kedua, dan yang kedua menjadi sertifikat pertama, yang pertamanya gk muncul. Trus barusan saya update apk-nya malah yang muncul sertifikat pertama doang, sertifikat 2 dan 3 kagak ada. APK ini yang buat sekelas pemerintah loh, kok banyak banget masalahnya. Benerin lahh..... Mohon maaf bila saya lancang, ini bukan menyerang ya.. tapi berpendapat"
